hr,holiday,workingday,humidity_percentage,windspeed,temperature_celsius,feels_like_temperature_celsius,bike_riders,date,day,month,dayofweek,datetimestamp,fall,spring,summer,winter,clear,heavy_rain_snow,light_rain_snow,mist_cloudy,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,April,August,December,February,January,July,June,March,May,November,October,September
22,0,1,0.44,17,12.68,13.0004,92,2012-02-27 00:00:00,27,2,0,2012-02-27 22:00:00,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
23,0,1,0.5,11,11.74,11.9972,56,2012-02-27 00:00:00,27,2,0,2012-02-27 23:00:00,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,0,1,0.54,9,11.74,11.9972,10,2012-02-28 00:00:00,28,2,1,2012-02-28 00:00:00,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
1,0,1,0.62,11,9.86,9.9974,6,2012-02-28 00:00:00,28,2,1,2012-02-28 01:00:00,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
2,0,1,0.54,7,10.8,11.0006,3,2012-02-28 00:00:00,28,2,1,2012-02-28 02:00:00,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
3,0,1,0.32,24,10.8,11.0006,6,2012-02-28 00:00:00,28,2,1,2012-02-28 03:00:00,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
4,0,1,0.42,24,7.04,3.0014,2,2012-02-28 00:00:00,28,2,1,2012-02-28 04:00:00,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
5,0,1,0.42,24,7.04,3.0014,21,2012-02-28 00:00:00,28,2,1,2012-02-28 05:00:00,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
6,0,1,0.45,22,6.1,1.9982,101,2012-02-28 00:00:00,28,2,1,2012-02-28 06:00:00,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
7,0,1,0.45,20,5.16,1.0016,325,2012-02-28 00:00:00,28,2,1,2012-02-28 07:00:00,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
8,0,1,0.48,19,4.22,-0.0016,559,2012-02-28 00:00:00,28,2,1,2012-02-28 08:00:00,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
9,0,1,0.45,24,5.16,1.0016,232,2012-02-28 00:00:00,28,2,1,2012-02-28 09:00:00,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
10,0,1,0.42,20,6.1,1.9982,132,2012-02-28 00:00:00,28,2,1,2012-02-28 10:00:00,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
11,0,1,0.36,17,7.98,5.0012,163,2012-02-28 00:00:00,28,2,1,2012-02-28 11:00:00,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
12,0,1,0.34,9,8.92,7.001,183,2012-02-28 00:00:00,28,2,1,2012-02-28 12:00:00,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
13,0,1,0.32,7,8.92,7.9976,190,2012-02-28 00:00:00,28,2,1,2012-02-28 13:00:00,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
14,0,1,0.28,7,10.8,11.0006,134,2012-02-28 00:00:00,28,2,1,2012-02-28 14:00:00,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
15,0,1,0.26,6,11.74,11.9972,166,2012-02-28 00:00:00,28,2,1,2012-02-28 15:00:00,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
16,0,1,0.28,6,11.74,11.9972,287,2012-02-28 00:00:00,28,2,1,2012-02-28 16:00:00,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
17,0,1,0.26,6,11.74,11.9972,530,2012-02-28 00:00:00,28,2,1,2012-02-28 17:00:00,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
18,0,1,0.28,11,11.74,11.9972,449,2012-02-28 00:00:00,28,2,1,2012-02-28 18:00:00,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
19,0,1,0.26,0,11.74,11.9972,306,2012-02-28 00:00:00,28,2,1,2012-02-28 19:00:00,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
20,0,1,0.3,9,10.8,11.0006,204,2012-02-28 00:00:00,28,2,1,2012-02-28 20:00:00,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
21,0,1,0.46,7,7.98,7.001,188,2012-02-28 00:00:00,28,2,1,2012-02-28 21:00:00,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
22,0,1,0.46,7,7.98,7.001,101,2012-02-28 00:00:00,28,2,1,2012-02-28 22:00:00,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
23,0,1,0.53,15,7.04,3.998,65,2012-02-28 00:00:00,28,2,1,2012-02-28 23:00:00,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
0,0,1,0.53,7,7.04,5.9978,32,2012-02-29 00:00:00,29,2,2,2012-02-29 00:00:00,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
1,0,1,0.49,7,7.04,5.9978,6,2012-02-29 00:00:00,29,2,2,2012-02-29 01:00:00,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2,0,1,0.56,15,6.1,3.0014,4,2012-02-29 00:00:00,29,2,2,2012-02-29 02:00:00,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
3,0,1,0.7,6,5.16,3.998,2,2012-02-29 00:00:00,29,2,2,2012-02-29 03:00:00,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
5,0,1,0.75,6,4.22,3.0014,29,2012-02-29 00:00:00,29,2,2,2012-02-29 05:00:00,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
6,0,1,0.75,6,5.16,3.998,104,2012-02-29 00:00:00,29,2,2,2012-02-29 06:00:00,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
7,0,1,0.81,9,4.22,1.9982,253,2012-02-29 00:00:00,29,2,2,2012-02-29 07:00:00,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
8,0,1,0.75,7,5.16,3.0014,116,2012-02-29 00:00:00,29,2,2,2012-02-29 08:00:00,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
9,0,1,0.81,11,6.1,3.998,38,2012-02-29 00:00:00,29,2,2,2012-02-29 09:00:00,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
10,0,1,0.81,11,6.1,3.998,10,2012-02-29 00:00:00,29,2,2,2012-02-29 10:00:00,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
11,0,1,0.87,13,6.1,3.0014,10,2012-02-29 00:00:00,29,2,2,2012-02-29 11:00:00,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
12,0,1,0.93,22,7.04,3.998,70,2012-02-29 00:00:00,29,2,2,2012-02-29 12:00:00,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
13,0,1,0.93,24,8.92,5.9978,76,2012-02-29 00:00:00,29,2,2,2012-02-29 13:00:00,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
14,0,1,0.93,24,8.92,5.9978,56,2012-02-29 00:00:00,29,2,2,2012-02-29 14:00:00,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
15,0,1,0.82,19,10.8,11.0006,90,2012-02-29 00:00:00,29,2,2,2012-02-29 15:00:00,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
16,0,1,0.82,15,10.8,11.0006,167,2012-02-29 00:00:00,29,2,2,2012-02-29 16:00:00,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
17,0,1,0.87,11,10.8,11.0006,253,2012-02-29 00:00:00,29,2,2,2012-02-29 17:00:00,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
18,0,1,0.87,0,10.8,11.0006,192,2012-02-29 00:00:00,29,2,2,2012-02-29 18:00:00,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
19,0,1,0.87,7,10.8,11.0006,102,2012-02-29 00:00:00,29,2,2,2012-02-29 19:00:00,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
20,0,1,0.88,11,11.74,11.9972,97,2012-02-29 00:00:00,29,2,2,2012-02-29 20:00:00,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
21,0,1,0.88,11,11.74,11.9972,39,2012-02-29 00:00:00,29,2,2,2012-02-29 21:00:00,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
22,0,1,0.94,17,11.74,11.9972,55,2012-02-29 00:00:00,29,2,2,2012-02-29 22:00:00,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
23,0,1,0.94,17,11.74,11.9972,33,2012-02-29 00:00:00,29,2,2,2012-02-29 23:00:00,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
0,0,1,0.94,0,11.74,11.9972,11,2012-03-01 00:00:00,1,3,3,2012-03-01 00:00:00,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,0,1,0.94,7,13.62,13.997,12,2012-03-01 00:00:00,1,3,3,2012-03-01 01:00:00,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2,0,1,0.94,19,13.62,13.997,6,2012-03-01 00:00:00,1,3,3,2012-03-01 02:00:00,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3,0,1,0.94,15,13.62,13.997,3,2012-03-01 00:00:00,1,3,3,2012-03-01 03:00:00,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4,0,1,0.88,13,14.56,15.0002,5,2012-03-01 00:00:00,1,3,3,2012-03-01 04:00:00,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5,0,1,0.88,11,14.56,15.0002,18,2012-03-01 00:00:00,1,3,3,2012-03-01 05:00:00,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6,0,1,0.94,0,11.74,11.9972,109,2012-03-01 00:00:00,1,3,3,2012-03-01 06:00:00,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
7,0,1,0.94,9,12.68,13.0004,304,2012-03-01 00:00:00,1,3,3,2012-03-01 07:00:00,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
8,0,1,0.94,9,11.74,11.9972,594,2012-03-01 00:00:00,1,3,3,2012-03-01 08:00:00,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
9,0,1,0.77,17,13.62,13.997,286,2012-03-01 00:00:00,1,3,3,2012-03-01 09:00:00,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
10,0,1,0.55,11,16.44,17.0,133,2012-03-01 00:00:00,1,3,3,2012-03-01 10:00:00,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
11,0,1,0.43,13,18.32,18.9998,168,2012-03-01 00:00:00,1,3,3,2012-03-01 11:00:00,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
12,0,1,0.37,15,18.32,18.9998,220,2012-03-01 00:00:00,1,3,3,2012-03-01 12:00:00,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
13,0,1,0.32,17,19.26,20.003,211,2012-03-01 00:00:00,1,3,3,2012-03-01 13:00:00,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
14,0,1,0.35,15,19.26,20.003,211,2012-03-01 00:00:00,1,3,3,2012-03-01 14:00:00,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
15,0,1,0.31,17,20.2,24.9992,223,2012-03-01 00:00:00,1,3,3,2012-03-01 15:00:00,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
16,0,1,0.32,20,19.26,20.003,361,2012-03-01 00:00:00,1,3,3,2012-03-01 16:00:00,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
17,0,1,0.35,20,18.32,18.9998,600,2012-03-01 00:00:00,1,3,3,2012-03-01 17:00:00,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
18,0,1,0.34,24,17.38,18.0032,525,2012-03-01 00:00:00,1,3,3,2012-03-01 18:00:00,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
19,0,1,0.41,22,14.56,15.0002,328,2012-03-01 00:00:00,1,3,3,2012-03-01 19:00:00,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
20,0,1,0.44,28,12.68,13.0004,254,2012-03-01 00:00:00,1,3,3,2012-03-01 20:00:00,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
21,0,1,0.47,31,11.74,11.9972,197,2012-03-01 00:00:00,1,3,3,2012-03-01 21:00:00,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
22,0,1,0.5,17,9.86,9.9974,126,2012-03-01 00:00:00,1,3,3,2012-03-01 22:00:00,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
23,0,1,0.5,15,8.92,7.001,85,2012-03-01 00:00:00,1,3,3,2012-03-01 23:00:00,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,1,0.53,11,7.98,5.9978,46,2012-03-02 00:00:00,2,3,4,2012-03-02 00:00:00,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,0,1,0.49,15,7.98,5.0012,20,2012-03-02 00:00:00,2,3,4,2012-03-02 01:00:00,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2,0,1,0.53,19,7.98,5.0012,6,2012-03-02 00:00:00,2,3,4,2012-03-02 02:00:00,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3,0,1,0.57,13,7.04,5.0012,3,2012-03-02 00:00:00,2,3,4,2012-03-02 03:00:00,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4,0,1,0.61,0,7.04,7.001,2,2012-03-02 00:00:00,2,3,4,2012-03-02 04:00:00,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5,0,1,0.7,0,6.1,5.9978,24,2012-03-02 00:00:00,2,3,4,2012-03-02 05:00:00,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6,0,1,0.7,0,6.1,5.9978,92,2012-03-02 00:00:00,2,3,4,2012-03-02 06:00:00,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
7,0,1,0.7,0,6.1,5.9978,262,2012-03-02 00:00:00,2,3,4,2012-03-02 07:00:00,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
8,0,1,0.75,6,5.16,3.998,549,2012-03-02 00:00:00,2,3,4,2012-03-02 08:00:00,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
9,0,1,0.81,0,6.1,5.9978,314,2012-03-02 00:00:00,2,3,4,2012-03-02 09:00:00,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
10,0,1,0.5,11,8.92,7.001,132,2012-03-02 00:00:00,2,3,4,2012-03-02 10:00:00,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
11,0,1,0.46,13,9.86,9.9974,194,2012-03-02 00:00:00,2,3,4,2012-03-02 11:00:00,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
12,0,1,0.43,11,10.8,11.0006,234,2012-03-02 00:00:00,2,3,4,2012-03-02 12:00:00,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
13,0,1,0.44,15,11.74,11.9972,222,2012-03-02 00:00:00,2,3,4,2012-03-02 13:00:00,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
14,0,1,0.44,19,12.68,13.0004,205,2012-03-02 00:00:00,2,3,4,2012-03-02 14:00:00,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
15,0,1,0.5,20,11.74,11.9972,78,2012-03-02 00:00:00,2,3,4,2012-03-02 15:00:00,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
16,0,1,0.58,20,10.8,11.0006,50,2012-03-02 00:00:00,2,3,4,2012-03-02 16:00:00,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
17,0,1,0.81,15,8.92,7.001,128,2012-03-02 00:00:00,2,3,4,2012-03-02 17:00:00,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
18,0,1,0.87,13,8.92,7.001,160,2012-03-02 00:00:00,2,3,4,2012-03-02 18:00:00,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
19,0,1,0.87,13,8.92,7.001,174,2012-03-02 00:00:00,2,3,4,2012-03-02 19:00:00,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
20,0,1,0.87,13,8.92,7.001,100,2012-03-02 00:00:00,2,3,4,2012-03-02 20:00:00,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
21,0,1,0.87,6,8.92,7.9976,101,2012-03-02 00:00:00,2,3,4,2012-03-02 21:00:00,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
22,0,1,0.87,0,8.92,9.0008,75,2012-03-02 00:00:00,2,3,4,2012-03-02 22:00:00,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
23,0,1,0.87,0,8.92,9.0008,23,2012-03-02 00:00:00,2,3,4,2012-03-02 23:00:00,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,0,0.93,6,8.92,7.9976,22,2012-03-03 00:00:00,3,3,5,2012-03-03 00:00:00,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,0,0,0.93,0,8.92,9.0008,44,2012-03-03 00:00:00,3,3,5,2012-03-03 01:00:00,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2,0,0,0.93,6,8.92,7.9976,38,2012-03-03 00:00:00,3,3,5,2012-03-03 02:00:00,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3,0,0,0.93,11,8.92,7.001,21,2012-03-03 00:00:00,3,3,5,2012-03-03 03:00:00,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4,0,0,0.93,13,8.92,7.001,2,2012-03-03 00:00:00,3,3,5,2012-03-03 04:00:00,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5,0,0,0.93,6,8.92,7.9976,2,2012-03-03 00:00:00,3,3,5,2012-03-03 05:00:00,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6,0,0,0.93,6,8.92,7.9976,7,2012-03-03 00:00:00,3,3,5,2012-03-03 06:00:00,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
7,0,0,0.93,9,8.92,7.001,16,2012-03-03 00:00:00,3,3,5,2012-03-03 07:00:00,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
8,0,0,0.93,0,8.92,9.0008,48,2012-03-03 00:00:00,3,3,5,2012-03-03 08:00:00,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
9,0,0,0.87,6,9.86,9.9974,94,2012-03-03 00:00:00,3,3,5,2012-03-03 09:00:00,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
10,0,0,0.87,0,10.8,11.0006,168,2012-03-03 00:00:00,3,3,5,2012-03-03 10:00:00,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
11,0,0,0.87,6,10.8,11.0006,214,2012-03-03 00:00:00,3,3,5,2012-03-03 11:00:00,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
12,0,0,0.67,17,11.74,11.9972,299,2012-03-03 00:00:00,3,3,5,2012-03-03 12:00:00,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
13,0,0,0.51,19,12.68,13.0004,339,2012-03-03 00:00:00,3,3,5,2012-03-03 13:00:00,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
14,0,0,0.44,24,13.62,13.997,430,2012-03-03 00:00:00,3,3,5,2012-03-03 14:00:00,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
15,0,0,0.29,20,14.56,15.0002,399,2012-03-03 00:00:00,3,3,5,2012-03-03 15:00:00,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
16,0,0,0.27,20,15.5,15.9968,467,2012-03-03 00:00:00,3,3,5,2012-03-03 16:00:00,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
17,0,0,0.23,22,15.5,15.9968,385,2012-03-03 00:00:00,3,3,5,2012-03-03 17:00:00,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
18,0,0,0.25,17,15.5,15.9968,303,2012-03-03 00:00:00,3,3,5,2012-03-03 18:00:00,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
19,0,0,0.33,11,13.62,13.997,225,2012-03-03 00:00:00,3,3,5,2012-03-03 19:00:00,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
20,0,0,0.3,9,12.68,13.0004,149,2012-03-03 00:00:00,3,3,5,2012-03-03 20:00:00,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
21,0,0,0.19,22,13.62,13.997,154,2012-03-03 00:00:00,3,3,5,2012-03-03 21:00:00,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
22,0,0,0.21,9,12.68,13.0004,134,2012-03-03 00:00:00,3,3,5,2012-03-03 22:00:00,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
23,0,0,0.24,0,11.74,11.9972,106,2012-03-03 00:00:00,3,3,5,2012-03-03 23:00:00,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,0,0.3,24,10.8,11.0006,72,2012-03-04 00:00:00,4,3,6,2012-03-04 00:00:00,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,0,0,0.34,13,9.86,9.9974,76,2012-03-04 00:00:00,4,3,6,2012-03-04 01:00:00,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2,0,0,0.4,11,8.92,7.001,80,2012-03-04 00:00:00,4,3,6,2012-03-04 02:00:00,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3,0,0,0.43,9,8.92,7.001,26,2012-03-04 00:00:00,4,3,6,2012-03-04 03:00:00,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4,0,0,0.46,13,7.98,5.9978,14,2012-03-04 00:00:00,4,3,6,2012-03-04 04:00:00,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5,0,0,0.46,15,7.98,5.0012,5,2012-03-04 00:00:00,4,3,6,2012-03-04 05:00:00,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
